,Alpaca 7B,BERT,Baichuan 2 7B Chat,ChatGLM2 6B,ChatGPT,Claude 1,Claude 2,Claude 3,Claude 3 Opus,Claude 3.5,Claude 3.5 Sonnet,Claude 4,Claude 4.5,DALL-E 3,DeepSeek,DeepSeek R1,DeepSeek V3,Falcon 7B,Falcon 7B Instruct,GLM 4 9B Chat,GPT-2,GPT-3.5,GPT-3.5 Turbo,GPT-4,GPT-4 Turbo,GPT-4o,GPT-4o Mini,GPT-5,Gemini,Gemini 1.5,Gemini 1.5 Pro,Gemini 2,Gemini Pro,Gemma,Gemma 2,Gemma 3,Gemma 4B,Gemma 7B,Gemma 7B IT,Grok 2,Guanaco 7B,InstructBLIP,LLaVA,LLaVA 1.5,LLaVA 7B,Llama,Llama 2,Llama 2 13B,Llama 2 70B,Llama 2 7B,Llama 3,Llama 3 70B,Llama 3 8B,Llama 3.1,Llama 3.2,Llama 3.3,Llama 4,Llama 7B,Llama Guard,Llama Guard 2 8B,Llama Guard 3 8B,Mistral,Mistral 7B,Mixtral,Mixtral 8x7B,Mixtral 8x7B 8X7B,Mixtral 8x7B Instruct,PaLM 2,Phi,Qwen 2,Qwen 2.5,Qwen 3 8B,Qwen 7B,Qwen Max,Stable Diffusion,Vicuna,o1,o3,o3-mini,o4-mini
Llama 3.1,0.95254076,0.9434774,0.96495956,0.94943756,0.9729587,0.95313317,0.9814504,0.98995197,0.96586376,0.98414415,0.9905464,0.9806305,0.96419674,0.8204183,0.9865184,0.98914707,0.97907877,0.94427365,0.94681895,0.95867544,0.9795906,0.9885859,0.9916762,0.993718,0.98711634,0.9948434,0.9909302,0.97746927,0.97290534,0.9875636,0.97852707,0.985499,0.97944504,0.9526829,0.99283326,0.9593397,0.91791505,0.97253335,0.9764542,0.9403845,0.96141845,0.87877804,0.8673662,0.87713355,0.88980037,0.9552733,0.98612165,0.9923559,0.98049724,0.99302447,0.99150026,0.99161774,0.9953335,0.9999996,0.9884055,0.9859088,0.9705567,0.9518414,0.95044976,0.9332163,0.9759313,0.9920274,0.9955922,0.95467997,0.9736858,0.9227809,0.9561653,0.8976792,0.989779,0.98295015,0.99179953,0.9334531,0.9654294,0.9634099,0.8904974,0.9905409,0.9779945,0.97574246,0.9489709,0.95518744
Llama 3.2,0.94754136,0.93176687,0.9445761,0.9345339,0.96494746,0.92745125,0.9597276,0.9757904,0.95042443,0.97941095,0.9713474,0.96775025,0.9577831,0.82171774,0.9778873,0.97306824,0.9641337,0.95134866,0.93763876,0.9392487,0.961565,0.98278093,0.9749897,0.98274463,0.9700936,0.9861314,0.97495335,0.9714461,0.96470463,0.97739387,0.96202105,0.9776611,0.9614508,0.9605978,0.98875654,0.93998915,0.92978495,0.97221345,0.9611566,0.91445976,0.94523937,0.8982972,0.8942678,0.8765989,0.91352785,0.9439272,0.973199,0.98180914,0.967613,0.9819985,0.9804658,0.97522753,0.9879113,0.9884055,1.0000007,0.98019046,0.965878,0.9488649,0.9356602,0.9105326,0.9643955,0.9779363,0.9882603,0.9368931,0.9581101,0.9206267,0.93681484,0.8783124,0.98886096,0.98060316,0.9922084,0.9188303,0.95531344,0.95282656,0.8937988,0.97876245,0.96436197,0.9668075,0.9322502,0.94208777
Llama 3.3,0.93614686,0.9270315,0.9478152,0.9407812,0.95624083,0.9310088,0.9626453,0.98078704,0.93902206,0.98476726,0.9690388,0.98091364,0.9747592,0.81808054,0.98743105,0.9725983,0.96391684,0.9287812,0.92876536,0.9295318,0.96156204,0.985827,0.97185326,0.9810804,0.965776,0.9868605,0.9706382,0.9852487,0.9556597,0.9781332,0.9558362,0.98565173,0.9602431,0.94310033,0.98098266,0.9539015,0.9211501,0.9631792,0.9488216,0.92664576,0.93362075,0.86654013,0.86263275,0.8607175,0.8812092,0.9403696,0.9640985,0.97243464,0.9613565,0.9723459,0.97726536,0.9737922,0.98054355,0.9859088,0.98019046,1.0000005,0.97593844,0.9343374,0.93598384,0.91359884,0.96460205,0.978146,0.9809371,0.93240625,0.95466393,0.9287385,0.932603,0.8879565,0.9820203,0.96479315,0.98668855,0.936398,0.9454418,0.95011455,0.87206966,0.96929765,0.97273105,0.97848475,0.94375634,0.968447
Llama 4,0.914083,0.92363197,0.9252642,0.9200355,0.9363806,0.9107686,0.9436038,0.969064,0.9186418,0.9777011,0.9501575,0.97417665,0.9772909,0.8244892,0.98103976,0.9590855,0.9547957,0.9221483,0.90351003,0.9139444,0.9441489,0.9766561,0.953546,0.96766496,0.9428009,0.9748608,0.9502229,0.97931343,0.9338927,0.9633458,0.93371314,0.9789969,0.94215226,0.9429728,0.96454954,0.9402131,0.90966094,0.9506257,0.9326443,0.91007805,0.91194946,0.8654982,0.8617489,0.8634135,0.8777577,0.92987466,0.9478194,0.95692617,0.94340456,0.9561244,0.96128154,0.95310193,0.9663747,0.9705567,0.965878,0.97593844,1.0000001,0.91702294,0.92576534,0.90429616,0.95109475,0.9632994,0.96503204,0.9116861,0.92841375,0.9253809,0.90915185,0.8765443,0.9685276,0.9527043,0.9774034,0.9225944,0.9328152,0.9339028,0.8640126,0.9520883,0.95729834,0.9784392,0.93652606,0.96408176
Llama 7B,0.93870294,0.90349394,0.9271223,0.914345,0.9424207,0.90322745,0.9377911,0.9347733,0.91853374,0.93022746,0.9426736,0.91383445,0.90614784,0.77373713,0.9298776,0.9371407,0.9246334,0.9302673,0.93011063,0.91333455,0.94847184,0.9458807,0.9495179,0.95068824,0.9395666,0.9448691,0.9471852,0.9191444,0.9384049,0.9373769,0.93581444,0.9310951,0.93776315,0.9195685,0.9524452,0.90467393,0.88929963,0.9465808,0.9361127,0.8720374,0.91770065,0.8512183,0.84724313,0.84637153,0.865828,0.91831166,0.9491921,0.9565556,0.93939453,0.95764035,0.94999856,0.9456852,0.95685023,0.9518414,0.9488649,0.9343374,0.91702294,0.99999976,0.9035104,0.87169975,0.9278567,0.9410444,0.9588017,0.91025245,0.9275753,0.872709,0.9155512,0.8628019,0.95308876,0.94616824,0.9473771,0.8859316,0.9345236,0.9072158,0.85001165,0.9532767,0.923475,0.92032665,0.8926745,0.89258957
Llama Guard,0.91034657,0.9152608,0.91563123,0.89544934,0.93268704,0.9190354,0.93440515,0.94352543,0.9051922,0.939408,0.9432581,0.9354457,0.9055827,0.8293588,0.93863416,0.9499215,0.9513802,0.9006235,0.91100824,0.9079038,0.9291828,0.93911827,0.95032346,0.9508735,0.94108176,0.9502629,0.94686615,0.9217988,0.94058067,0.9360567,0.9283534,0.93975407,0.93340445,0.88326323,0.9485499,0.9191294,0.86871517,0.93144476,0.93140763,0.918898,0.92911404,0.8478505,0.8415752,0.8575698,0.85902673,0.92790157,0.94500554,0.9510133,0.9383818,0.9511193,0.94733024,0.94818985,0.95089877,0.95044976,0.9356602,0.93598384,0.92576534,0.9035104,1.0000002,0.9469177,0.95605874,0.94532794,0.9525715,0.9077317,0.92518425,0.8574438,0.9181946,0.87791944,0.9439624,0.93692803,0.94607997,0.88975054,0.9230466,0.9175365,0.86922175,0.9536171,0.92954963,0.9309815,0.912655,0.9079522
Llama Guard 2 8B,0.8868963,0.903762,0.90415174,0.8717251,0.9055772,0.92096907,0.9266852,0.92943525,0.8945372,0.91771084,0.9308359,0.91728634,0.8928111,0.81523037,0.91531307,0.9330819,0.93961996,0.87158763,0.9025683,0.89418775,0.9117646,0.9150441,0.9390664,0.9348909,0.932555,0.93134576,0.9323095,0.9094307,0.91863513,0.9165231,0.91686976,0.9206763,0.9225667,0.85491836,0.9222779,0.90529054,0.8335182,0.90133005,0.9192722,0.89826113,0.9278895,0.81714606,0.8049095,0.85091907,0.8176357,0.9253375,0.93390715,0.93404645,0.925889,0.9347502,0.9312594,0.9342899,0.9310471,0.9332163,0.9105326,0.91359884,0.90429616,0.87169975,0.9469177,1.0000001,0.93907386,0.9352652,0.9309022,0.89103544,0.9148269,0.8235912,0.9015361,0.8757582,0.9181321,0.90884435,0.9187639,0.8731193,0.91070354,0.9172966,0.8412488,0.9407345,0.9025716,0.90743697,0.89208275,0.8893757
Llama Guard 3 8B,0.93777186,0.9203158,0.94558865,0.9273588,0.9537402,0.93447286,0.9613598,0.971384,0.94563824,0.9637213,0.97140306,0.9668382,0.9430178,0.81844145,0.96431696,0.9683806,0.9617169,0.9155183,0.93181056,0.9296112,0.9631156,0.9659635,0.9724118,0.97460145,0.9673049,0.97287613,0.9686205,0.95978385,0.954731,0.9611152,0.9586341,0.9650444,0.9605224,0.91934645,0.97108644,0.94349205,0.8898255,0.95572925,0.95732594,0.9369769,0.9427031,0.85974574,0.84979177,0.8631581,0.8635591,0.94056386,0.96577734,0.97153467,0.96336347,0.9707425,0.9693349,0.9723426,0.97369665,0.9759313,0.9643955,0.96460205,0.95109475,0.9278567,0.95605874,0.93907386,0.9999998,0.97233367,0.9760417,0.9371384,0.95184606,0.89912283,0.94464505,0.88373965,0.9658215,0.95591474,0.96682674,0.91525453,0.94193304,0.9494433,0.87661403,0.97010684,0.95898634,0.95603764,0.94175905,0.93935317
Mistral,0.9454221,0.9379384,0.96456814,0.9436568,0.9733546,0.9573975,0.9830275,0.98627937,0.9661164,0.9754498,0.9888288,0.97426665,0.9585957,0.82747704,0.97782266,0.9822252,0.9732463,0.931579,0.94496596,0.9522583,0.97380227,0.9806826,0.9914552,0.99220943,0.98691005,0.99018985,0.9878373,0.9708573,0.97578466,0.9831747,0.97897375,0.979361,0.97808814,0.938496,0.9830439,0.95305413,0.91034496,0.96057755,0.97824526,0.9456579,0.96624506,0.8791003,0.8645751,0.88536745,0.88330257,0.9542415,0.98753583,0.98574334,0.9756327,0.9873059,0.9869959,0.9882911,0.9891863,0.9920274,0.9779363,0.978146,0.9632994,0.9410444,0.94532794,0.9352652,0.97233367,0.9999994,0.98893195,0.95212287,0.9669371,0.90748346,0.9592061,0.9005594,0.980663,0.97440255,0.98217607,0.9197009,0.9575128,0.96765774,0.89418614,0.9886945,0.9695465,0.9653735,0.94756293,0.94868654
Mistral 7B,0.959145,0.9448569,0.9642196,0.94897294,0.9774966,0.9505323,0.9800968,0.98476285,0.9607078,0.98176306,0.9865047,0.97307426,0.9571768,0.8324709,0.9809627,0.9855131,0.9762808,0.9512983,0.9568422,0.9529206,0.980133,0.9895047,0.9923636,0.9943121,0.98511523,0.9931892,0.9889567,0.9715043,0.9775338,0.98572576,0.9767159,0.9807654,0.9791834,0.9508239,0.99310195,0.9552106,0.92266375,0.9789212,0.9762982,0.9332274,0.96534735,0.8905992,0.8813501,0.8848445,0.90062624,0.9578633,0.9888579,0.9943692,0.9809209,0.9959808,0.99306417,0.988333,0.9969987,0.9955922,0.9882603,0.9809371,0.96503204,0.9588017,0.9525715,0.9309022,0.9760417,0.98893195,0.9999991,0.95216244,0.969261,0.92090607,0.95689565,0.8945805,0.9913789,0.98429394,0.9918467,0.9282859,0.9649126,0.95916915,0.89964813,0.99413323,0.970471,0.9683817,0.9400874,0.9454635
Mixtral,0.91275173,0.887567,0.92768925,0.9085319,0.9353634,0.9300368,0.95182806,0.945808,0.935433,0.9306673,0.95577085,0.9316615,0.9135745,0.7508364,0.9380074,0.94289577,0.9186664,0.9054135,0.9208086,0.92885613,0.945221,0.94086486,0.9546572,0.9507157,0.9574281,0.94838786,0.94763,0.9238229,0.93176115,0.9415914,0.9431931,0.93102735,0.9485857,0.9014565,0.94782585,0.8982175,0.87077653,0.92343885,0.9464448,0.9071404,0.93164855,0.82269293,0.80946547,0.8267247,0.8339825,0.9319917,0.94680417,0.9519595,0.9448622,0.9568688,0.9488267,0.9545572,0.9553884,0.95467997,0.9368931,0.93240625,0.9116861,0.91025245,0.9077317,0.89103544,0.9371384,0.95212287,0.95216244,0.99999964,0.9313762,0.86138463,0.93695486,0.8409842,0.9408891,0.9407601,0.9369429,0.8695309,0.92692494,0.9111931,0.8429132,0.9549597,0.9406843,0.921012,0.9112388,0.9094888
Mixtral 8x7B,0.92902213,0.91588753,0.94691104,0.94150597,0.9510749,0.9326859,0.95910835,0.96908426,0.95735884,0.95357007,0.9736166,0.9508416,0.9281013,0.78747505,0.95662713,0.96649545,0.9598497,0.90545106,0.92805684,0.93923086,0.9598285,0.9578227,0.9694838,0.9686361,0.9727011,0.96620315,0.97138816,0.9500843,0.951661,0.9583447,0.9629181,0.95634085,0.96072185,0.91546303,0.96285254,0.9407847,0.8763998,0.9400494,0.95238715,0.92161083,0.94104564,0.8472145,0.8352145,0.8322399,0.8544932,0.92438203,0.9579059,0.96801114,0.95796907,0.9676152,0.9673442,0.9723754,0.96723175,0.9736858,0.9581101,0.95466393,0.92841375,0.9275753,0.92518425,0.9148269,0.95184606,0.9669371,0.969261,0.9313762,0.9999995,0.90071785,0.93573093,0.86915743,0.95927215,0.9511659,0.95945495,0.92080194,0.9511716,0.9403614,0.86498755,0.96682924,0.96378,0.9527888,0.93012863,0.9269756
Mixtral 8x7B 8X7B,0.88156253,0.8798938,0.8831444,0.90814316,0.90200984,0.8490403,0.895277,0.92424434,0.8814883,0.93154705,0.9063178,0.9194399,0.9241909,0.7807352,0.9355486,0.91660637,0.9084674,0.8596733,0.84766245,0.8647096,0.9065153,0.9394019,0.90425533,0.9203512,0.8965173,0.92712796,0.9090108,0.9404499,0.8910103,0.9278835,0.88777405,0.9309852,0.89694774,0.9047105,0.91966426,0.9043945,0.862904,0.90261555,0.876901,0.8645372,0.85245407,0.809708,0.8101363,0.7781373,0.83543324,0.8704607,0.8971097,0.9021256,0.88635564,0.9043681,0.91726524,0.9052303,0.91671497,0.9227809,0.9206267,0.9287385,0.9253809,0.872709,0.8574438,0.8235912,0.89912283,0.90748346,0.92090607,0.86138463,0.90071785,0.9999993,0.8580413,0.83593374,0.9228847,0.90206397,0.93107766,0.91234934,0.9026168,0.8823158,0.8283119,0.8961417,0.92768157,0.9351373,0.886012,0.9157131
Mixtral 8x7B Instruct,0.9219717,0.8922561,0.9374187,0.91425514,0.9525584,0.9507799,0.95943934,0.94529366,0.9486286,0.92664224,0.959771,0.9270393,0.9027246,0.7650956,0.92923486,0.948362,0.9315837,0.8973883,0.9293181,0.9287631,0.9607878,0.9371349,0.96563315,0.9554681,0.9618987,0.94901377,0.95444155,0.9141001,0.94497305,0.9451769,0.9509319,0.9268445,0.9585429,0.89178115,0.94445115,0.9118136,0.8728037,0.92471564,0.96071607,0.9255547,0.95532393,0.82993764,0.8106615,0.8377474,0.8360794,0.91916853,0.9591095,0.9546754,0.9490381,0.96168905,0.95874,0.9575674,0.9563465,0.9561653,0.93681484,0.932603,0.90915185,0.9155512,0.9181946,0.9015361,0.94464505,0.9592061,0.95689565,0.93695486,0.93573093,0.8580413,1.0000005,0.8452043,0.93614024,0.9413896,0.933976,0.85721076,0.92361206,0.9306717,0.8571628,0.9641605,0.9315756,0.90906173,0.90685916,0.8903144
PaLM 2,0.85144883,0.9273971,0.8764265,0.8830022,0.89213604,0.87072384,0.90434706,0.90659326,0.87023926,0.89775056,0.90895516,0.88511264,0.87350404,0.8189183,0.88524675,0.89645636,0.9174404,0.81487715,0.83669734,0.8606305,0.8953751,0.8885184,0.9124651,0.91453743,0.89431745,0.909882,0.91532886,0.8835747,0.9016188,0.9080405,0.909243,0.90769553,0.8995627,0.8364772,0.8838735,0.90069914,0.79464924,0.85551965,0.8714087,0.8683915,0.84972084,0.80295944,0.79098237,0.8475746,0.7998588,0.9147512,0.91122675,0.89371914,0.87743896,0.8884522,0.8950538,0.90933216,0.8941328,0.8976792,0.8783124,0.8879565,0.8765443,0.8628019,0.87791944,0.8757582,0.88373965,0.9005594,0.8945805,0.8409842,0.86915743,0.83593374,0.8452043,1.0000002,0.8966158,0.88699687,0.88988334,0.8589614,0.8646746,0.90287673,0.85082823,0.8935455,0.88176155,0.890194,0.8783048,0.87566453
Phi,0.94778323,0.93936634,0.9518707,0.9422371,0.96673733,0.93417716,0.9661128,0.9799791,0.9491185,0.98074853,0.9756097,0.97002834,0.962177,0.824492,0.9800053,0.9764422,0.96877676,0.94769627,0.94352853,0.9391227,0.97007483,0.98598707,0.9806788,0.98619986,0.9737781,0.98820084,0.97934633,0.9741982,0.96625847,0.9789949,0.96348554,0.9800165,0.96492594,0.9569293,0.99049324,0.9528222,0.92086166,0.9763248,0.96149874,0.9191927,0.94498193,0.88094443,0.8757379,0.87404245,0.89701426,0.9519448,0.97696936,0.9850854,0.97334427,0.98529994,0.9844902,0.9791353,0.9897888,0.989779,0.98886096,0.9820203,0.9685276,0.95308876,0.9439624,0.9181321,0.9658215,0.980663,0.9913789,0.9408891,0.95927215,0.9228847,0.93614024,0.8966158,0.99999964,0.9790878,0.9911779,0.93099034,0.9565945,0.9498868,0.88406646,0.9813301,0.9653365,0.9719564,0.9349935,0.9485533
Qwen 2,0.94338554,0.9381879,0.94693196,0.92969316,0.96693426,0.9344167,0.96562517,0.96941257,0.95324326,0.96958166,0.97611713,0.95804095,0.94194525,0.8252484,0.9652627,0.9708895,0.96169263,0.9345714,0.9319559,0.9436059,0.96290284,0.971474,0.9776871,0.9821828,0.9707262,0.9844951,0.98074645,0.95110565,0.9699853,0.9801573,0.9703395,0.9719935,0.9655547,0.9439426,0.97718817,0.937277,0.9123213,0.96293944,0.96374404,0.92024046,0.9487613,0.90217453,0.89200586,0.8940884,0.9129105,0.94563925,0.9802645,0.97910357,0.9618585,0.97976416,0.9814093,0.9742627,0.9842317,0.98295015,0.98060316,0.96479315,0.9527043,0.94616824,0.93692803,0.90884435,0.95591474,0.97440255,0.98429394,0.9407601,0.9511659,0.90206397,0.9413896,0.88699687,0.9790878,0.9999995,0.9833348,0.9082803,0.95028967,0.9453237,0.9133216,0.9794184,0.9564569,0.9551776,0.92627275,0.9262087
Qwen 2.5,0.9434747,0.940411,0.9517218,0.93874305,0.9643919,0.9332988,0.9652999,0.98254496,0.9443721,0.9890968,0.97496164,0.9781427,0.9684829,0.8440433,0.98874056,0.981101,0.9743321,0.9475154,0.9384779,0.9435568,0.96462643,0.9904395,0.9787935,0.9891156,0.9704609,0.9935315,0.9793811,0.9800671,0.96726966,0.9845153,0.9639907,0.98946416,0.96534175,0.95857984,0.9909515,0.9553944,0.93364763,0.9761208,0.9596383,0.9259627,0.94394875,0.90407926,0.9004598,0.8903203,0.9183958,0.94967145,0.97749156,0.9843466,0.97058314,0.9843207,0.9855207,0.97780466,0.99095404,0.99179953,0.9922084,0.98668855,0.9774034,0.9473771,0.94607997,0.9187639,0.96682674,0.98217607,0.9918467,0.9369429,0.95945495,0.93107766,0.933976,0.88988334,0.9911779,0.9833348,0.9999987,0.93625075,0.9622119,0.9525999,0.90254223,0.98157656,0.9722857,0.9776383,0.94060576,0.95771897
Qwen 3 8B,0.88972986,0.90729374,0.90986776,0.90509576,0.88886756,0.85709196,0.902518,0.93427235,0.87817466,0.93718874,0.921811,0.93624985,0.9192034,0.8056429,0.93941116,0.9377752,0.9326891,0.86150587,0.8632364,0.8844868,0.9080258,0.9369527,0.91577125,0.930739,0.90696174,0.9383608,0.9258097,0.94281644,0.9008939,0.9274558,0.9026576,0.9463537,0.9016253,0.8870637,0.9263643,0.9475193,0.8464551,0.9077097,0.87407434,0.87567186,0.86030185,0.8253432,0.8182057,0.818017,0.83586675,0.890962,0.9037749,0.91739553,0.9109814,0.91372216,0.9229793,0.92208415,0.92287546,0.9334531,0.9188303,0.936398,0.9225944,0.8859316,0.88975054,0.8731193,0.91525453,0.9197009,0.9282859,0.8695309,0.92080194,0.91234934,0.85721076,0.8589614,0.93099034,0.9082803,0.93625075,1.0000004,0.9037184,0.89040023,0.84827304,0.90686065,0.93522733,0.9471454,0.9023785,0.9297629
Qwen 7B,0.9249218,0.91469455,0.9409598,0.9278326,0.9438435,0.9210936,0.949307,0.9584998,0.92848283,0.95163375,0.95972204,0.93851244,0.92409015,0.81777227,0.95950586,0.966644,0.9524478,0.91733766,0.9310164,0.92648566,0.9485172,0.9577261,0.9596399,0.9644941,0.9567233,0.961841,0.9592006,0.9412206,0.94472045,0.95501447,0.94609284,0.95304036,0.9479478,0.9209853,0.9604073,0.92385185,0.8996408,0.94538254,0.9448203,0.9121203,0.92995536,0.87122846,0.8619035,0.86662245,0.8900065,0.93838197,0.9543204,0.96299547,0.9489819,0.963373,0.96110666,0.9569167,0.96419007,0.9654294,0.95531344,0.9454418,0.9328152,0.9345236,0.9230466,0.91070354,0.94193304,0.9575128,0.9649126,0.92692494,0.9511716,0.9026168,0.92361206,0.8646746,0.9565945,0.95028967,0.9622119,0.9037184,0.9999991,0.9247116,0.8740614,0.9626717,0.9561607,0.9408404,0.9318509,0.9215934
Qwen Max,0.9253932,0.92150396,0.93269753,0.92436486,0.9484173,0.9389797,0.9619193,0.96618956,0.9488942,0.95374686,0.9659713,0.95196867,0.93383145,0.84696704,0.94750184,0.9598857,0.960458,0.90009534,0.91468894,0.92465097,0.94655657,0.9494143,0.9678377,0.9683302,0.9594787,0.96541643,0.96658015,0.9442388,0.9497734,0.95755845,0.96645546,0.9563986,0.9544035,0.9092392,0.9504172,0.937941,0.8738108,0.9237414,0.9505838,0.92994136,0.9335239,0.85902756,0.8435725,0.87438595,0.8570244,0.93328106,0.96202356,0.9580283,0.9445072,0.9560607,0.95501274,0.9649981,0.9602129,0.9634099,0.95282656,0.95011455,0.9339028,0.9072158,0.9175365,0.9172966,0.9494433,0.96765774,0.95916915,0.9111931,0.9403614,0.8823158,0.9306717,0.90287673,0.9498868,0.9453237,0.9525999,0.89040023,0.9247116,0.99999964,0.88874197,0.9593155,0.94646496,0.94149566,0.9330215,0.92456895
Stable Diffusion,0.8588141,0.88706535,0.8683321,0.8485068,0.8794934,0.85050714,0.8840608,0.88911706,0.87006754,0.9016202,0.89973843,0.88144225,0.8578028,0.8894023,0.8817679,0.8907242,0.8996238,0.8325427,0.838962,0.8597969,0.86740226,0.8811653,0.8952324,0.9138715,0.8841972,0.91383934,0.9094877,0.8696091,0.9185617,0.9129583,0.9094478,0.9068658,0.8849103,0.83856773,0.877857,0.8701174,0.84893596,0.8625668,0.8705581,0.8612714,0.8616077,0.9308889,0.90638053,0.9167034,0.92665434,0.88111985,0.9117925,0.8866925,0.8611649,0.8846075,0.89182925,0.88700855,0.8955739,0.8904974,0.8937988,0.87206966,0.8640126,0.85001165,0.86922175,0.8412488,0.87661403,0.89418614,0.89964813,0.8429132,0.86498755,0.8283119,0.8571628,0.85082823,0.88406646,0.9133216,0.90254223,0.84827304,0.8740614,0.88874197,1.0000004,0.8981172,0.87661815,0.8803495,0.8551754,0.8516617
Vicuna,0.9566598,0.94050896,0.9642886,0.941501,0.97630465,0.9639844,0.9845309,0.97884405,0.9608087,0.97194177,0.9875517,0.9629962,0.9410592,0.82860994,0.9699261,0.9821598,0.9734608,0.94677,0.9638443,0.9580334,0.97825503,0.9797214,0.99518096,0.99261683,0.9885516,0.98757315,0.9888416,0.957337,0.98011583,0.98251563,0.9788094,0.9708487,0.98389095,0.9372185,0.9858005,0.9497104,0.91249716,0.9675387,0.9823045,0.9353604,0.97887534,0.89171946,0.87949836,0.88897365,0.8965321,0.9614568,0.99161714,0.99388564,0.9800235,0.99717945,0.9894824,0.9876872,0.9940788,0.9905409,0.97876245,0.96929765,0.9520883,0.9532767,0.9536171,0.9407345,0.97010684,0.9886945,0.99413323,0.9549597,0.96682924,0.8961417,0.9641605,0.8935455,0.9813301,0.9794184,0.98157656,0.90686065,0.9626717,0.9593155,0.8981172,1.0000008,0.9611319,0.95484465,0.93435514,0.9314533
o1,0.9238785,0.9260991,0.94246304,0.94665307,0.94412947,0.9298292,0.96010137,0.9848647,0.9471376,0.97435504,0.9748754,0.97342116,0.95557064,0.80311275,0.98707974,0.97912866,0.9663961,0.90833837,0.9183064,0.93769574,0.9563095,0.9750552,0.9670896,0.9743672,0.9663974,0.97867596,0.9684247,0.970932,0.9439816,0.970136,0.962815,0.9787461,0.9588274,0.9314542,0.96476024,0.9478051,0.8862287,0.94253695,0.94747525,0.9396992,0.9280937,0.8509477,0.84226155,0.85201335,0.86260307,0.9316707,0.9574048,0.9630543,0.9483863,0.9632306,0.96754855,0.97280246,0.9714025,0.9779945,0.96436197,0.97273105,0.95729834,0.923475,0.92954963,0.9025716,0.95898634,0.9695465,0.970471,0.9406843,0.96378,0.92768157,0.9315756,0.88176155,0.9653365,0.9564569,0.9722857,0.93522733,0.9561607,0.94646496,0.87661815,0.9611319,0.99999934,0.9779323,0.9672876,0.9691739
o3,0.9184973,0.9340476,0.9312594,0.93577844,0.9340444,0.91357017,0.9491374,0.9818889,0.93403035,0.9831354,0.9635855,0.9811865,0.9718447,0.8181872,0.98690176,0.96883184,0.9655816,0.913222,0.9048301,0.9263385,0.9478083,0.9776273,0.95926243,0.97324985,0.9549231,0.98094547,0.9643582,0.9838019,0.94070625,0.970417,0.9504287,0.9876396,0.9498418,0.93308544,0.9674767,0.954271,0.89883953,0.9476585,0.9339179,0.9244893,0.9128182,0.86340487,0.85780454,0.8579221,0.878025,0.93468213,0.95157313,0.9595351,0.94398665,0.95678544,0.96262157,0.9640117,0.9680839,0.97574246,0.9668075,0.97848475,0.9784392,0.92032665,0.9309815,0.90743697,0.95603764,0.9653735,0.9683817,0.921012,0.9527888,0.9351373,0.90906173,0.890194,0.9719564,0.9551776,0.9776383,0.9471454,0.9408404,0.94149566,0.8803495,0.95484465,0.9779323,0.99999994,0.9562567,0.9753152
o3-mini,0.8912962,0.9020568,0.911542,0.90976876,0.9122917,0.9075773,0.9349289,0.96352583,0.9305724,0.9484253,0.95021737,0.9503775,0.93888974,0.7972376,0.9582476,0.95610446,0.94548047,0.8737725,0.88795495,0.9058479,0.92382276,0.9440221,0.9409615,0.94856584,0.93985516,0.9513279,0.94300747,0.9472375,0.9126255,0.9435055,0.93876743,0.9556449,0.92822474,0.90380436,0.93287337,0.92854565,0.85383505,0.9129981,0.92753667,0.9332041,0.90736914,0.822111,0.81144196,0.84207195,0.82527566,0.9129412,0.9337139,0.9370724,0.9240684,0.9343052,0.9348133,0.94505835,0.9429786,0.9489709,0.9322502,0.94375634,0.93652606,0.8926745,0.912655,0.89208275,0.94175905,0.94756293,0.9400874,0.9112388,0.93012863,0.886012,0.90685916,0.8783048,0.9349935,0.92627275,0.94060576,0.9023785,0.9318509,0.9330215,0.8551754,0.93435514,0.9672876,0.9562567,0.99999994,0.9579513
o4-mini,0.89227283,0.90846944,0.913167,0.9194636,0.91124773,0.89789027,0.9303631,0.96923625,0.9102983,0.9709295,0.9426953,0.9711152,0.9674711,0.80479896,0.9782483,0.95167834,0.94182986,0.89246696,0.88504124,0.90417576,0.92710066,0.9631268,0.9374766,0.9543319,0.9351906,0.9636477,0.9382842,0.977276,0.91379344,0.9508659,0.9275573,0.97527677,0.9274112,0.9077831,0.94303226,0.9369632,0.88240355,0.92392975,0.9129597,0.9118651,0.8873528,0.83684903,0.8328915,0.83964103,0.84444296,0.9150535,0.92775106,0.93528277,0.9239433,0.93347895,0.9421435,0.942813,0.9466229,0.95518744,0.94208777,0.968447,0.96408176,0.89258957,0.9079522,0.8893757,0.93935317,0.94868654,0.9454635,0.9094888,0.9269756,0.9157131,0.8903144,0.87566453,0.9485533,0.9262087,0.95771897,0.9297629,0.9215934,0.92456895,0.8516617,0.9314533,0.9691739,0.9753152,0.9579513,1.0000006
