,Alpaca 7B,BERT,Baichuan 2 7B Chat,ChatGLM2 6B,ChatGPT,Claude 1,Claude 2,Claude 3,Claude 3 Opus,Claude 3.5,Claude 3.5 Sonnet,Claude 4,Claude 4.5,DALL-E 3,DeepSeek,DeepSeek R1,DeepSeek V3,Falcon 7B,Falcon 7B Instruct,GLM 4 9B Chat,GPT-2,GPT-3.5,GPT-3.5 Turbo,GPT-4,GPT-4 Turbo,GPT-4o,GPT-4o Mini,GPT-5,Gemini,Gemini 1.5,Gemini 1.5 Pro,Gemini 2,Gemini Pro,Gemma,Gemma 2,Gemma 3,Gemma 4B,Gemma 7B,Gemma 7B IT,Grok 2,Guanaco 7B,InstructBLIP,LLaVA,LLaVA 1.5,LLaVA 7B,Llama,Llama 2,Llama 2 13B,Llama 2 70B,Llama 2 7B,Llama 3,Llama 3 70B,Llama 3 8B,Llama 3.1,Llama 3.2,Llama 3.3,Llama 4,Llama 7B,Llama Guard,Llama Guard 2 8B,Llama Guard 3 8B,Mistral,Mistral 7B,Mixtral,Mixtral 8x7B,Mixtral 8x7B 8X7B,Mixtral 8x7B Instruct,PaLM 2,Phi,Qwen 2,Qwen 2.5,Qwen 3 8B,Qwen 7B,Qwen Max,Stable Diffusion,Vicuna,o1,o3,o3-mini,o4-mini
Grok 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27537135632860565,0.4364357804719848,0.18257418583505539,0.223606797749979,0.3380617018914066,0.0,0.14002800840280097,0.0,0.12598815766974242,0.48507125007266594,0.0,0.0,0.0,0.0,0.0,0.0,0.09205746178983233,0.15811388300841894,0.1210948022012627,0.08703882797784891,0.18333969940564224,0.0,0.0,0.25,0.03693584275765589,0.0,0.0,0.1556997888323046,0.3779644730092272,0.0,0.0,0.31622776601683794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927700218845599,0.33806170189140666,0.08178608201095307,0.0,0.18257418583505536,0.043355498476206,0.34421419541075715,0.5052911526399115,0.1889822365046136,0.0,0.0,0.0,0.3779644730092272,0.5773502691896257,0.13245323570650439,0.16035674514745463,0.0,0.7071067811865476,0.0,0.5,0.0,0.12909944487358058,0.0,0.09505863757867167,0.0,0.0,0.7559289460184544,0.0,0.0,0.2696799449852968,0.0,0.3779644730092272,0.0
Guanaco 7B,0.2886751345948128,0.2886751345948128,0.40824829046386285,0.0,0.2357022603955158,0.4364357804719846,0.39629696195060843,0.21860537421722007,0.2519763153394848,0.07905694150420947,0.2904737509655562,0.09759000729485329,0.0,0.0,0.11236664374387365,0.3273268353539885,0.14002800840280094,0.5477225575051661,0.9128709291752767,0.2886751345948128,0.12909944487358052,0.4685212856658181,0.5910393533991187,0.4584135779779828,0.4107919181288744,0.3204397013049994,0.4020151261036847,0.0529256124024963,0.2777777777777777,0.3471825374147067,0.3247595264191644,0.09596213441495241,0.3611575592573075,0.10206207261596574,0.42699324622671986,0.2182178902359923,0.1178511301977579,0.32732683535398854,0.273861278752583,0.0,0.9999999999999994,0.0,0.0,0.0,0.0,0.1443375672974064,0.3200921998322399,0.309889893400456,0.2927700218845599,0.6964834428585812,0.6419505094795115,0.31622776601683783,0.6007514091861105,0.3279080613258302,0.3403516468284207,0.1909406539564933,0.4529108136578382,0.20412414523193143,0.2886751345948128,0.2182178902359923,0.0,0.5735393346764043,0.6789347398332042,0.2886751345948128,0.10206207261596574,0.0,0.2886751345948128,0.0,0.29814239699997197,0.26261286571944503,0.32014575830326336,0.0,0.12909944487358052,0.10910894511799615,0.08333333333333329,0.6998343783249027,0.1167748416242284,0.048795003647426644,0.0,0.0
InstructBLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024172334587240843,0.0,0.4594268814084899,0.1831983729065748,0.0593506941186698,0.04227029505402979,0.04916711622915971,0.02733492285469231,0.0,0.0,0.0,0.0,0.0,0.0,0.031659734530017664,0.03478535273004804,0.4175122987640298,0.05551749076482039,0.38503519246121026,0.23430385837408438,0.11802058809766558,0.6081636405595373,0.46920843531739087,0.2926028679903264,0.35881011294799076,0.268452428509859,0.0,0.0,0.0,0.7645095721079946,0.0,0.0,0.0,0.0,1.0,0.9999500037496876,0.5999169722544977,1.0,0.4681645887845223,0.15573475005174878,0.1827527425386941,0.0,0.0526478527478132,0.08219178082191782,0.0,0.055818150068067646,0.04431594674327488,0.5026887774707581,0.0,0.0,0.0,0.0,0.0,0.0,0.09301487194157254,0.1251222494179709,0.0,0.0,0.0,0.0,0.0,0.16620941843426237,0.2661859941228511,0.4264879264025094,0.0,0.41873913807217095,0.0,0.5743767716395629,0.35545769858923415,0.0,0.0593506941186698,0.0,0.04459272167446971
LLaVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02352656269951951,0.0,0.46015177862026846,0.18148817097645667,0.057765120758336806,0.04114103018583675,0.047853600509503984,0.02660466137875241,0.0,0.0,0.0,0.0,0.0,0.0,0.0308139342843518,0.03385605056370319,0.41487873644383744,0.05403432269582991,0.38279560481027747,0.23052309652485795,0.11747825711302465,0.6083584691892877,0.4680902117094816,0.2883457094794068,0.3565875471777479,0.2672188295909778,0.0,0.0,0.0,0.7673381170566714,0.0,0.0,0.0,0.0,0.9999500037496876,0.9999999999999998,0.5924766100955254,0.9999500037496876,0.4698967117442185,0.15157424486091742,0.18342889410778346,0.0,0.05240592409553158,0.079996000299975,0.0,0.05556165319091093,0.044112305061599084,0.5036492599068433,0.0,0.0,0.0,0.0,0.0,0.0,0.0905299489721721,0.12330181186493662,0.0,0.0,0.0,0.0,0.0,0.1654456490020896,0.26555161622100965,0.42502032555837604,0.0,0.4202883959454785,0.0,0.5672531672170384,0.3550657797455419,0.0,0.057765120758336806,0.0,0.04340141241344556
LLaVA 1.5,0.0,0.15075567228888181,0.0,0.0,0.0,0.0,0.0,0.08302758790484034,0.0,0.24771684715343115,0.23596995186213476,0.25482359571881275,0.10889310129609416,0.1266600992762247,0.07041787902195304,0.11396057645963795,0.07312724241271307,0.09534625892455924,0.0,0.0,0.0,0.10874544956540737,0.13939494513310247,0.5134928280293662,0.14301938838683884,0.4503079651413329,0.4723774929733302,0.1105579985645564,0.34815531191139565,0.36262033381142117,0.5276448530110863,0.3897801464540788,0.2514778453847726,0.10660035817780522,0.02347262634065101,0.0,0.2461829819586655,0.0,0.0,0.0,0.0,0.5999169722544977,0.5924766100955254,1.0,0.5999169722544977,0.15075567228888181,0.4234788387573935,0.08827348295047495,0.05096471914376256,0.06164857888717426,0.21173540197217566,0.0,0.10457739712320042,0.05189224244052523,0.22852652225356157,0.028490144114909487,0.0,0.0,0.0,0.0,0.0,0.2795530723408051,0.24174688920761409,0.0,0.0,0.0,0.0,0.17407765595569782,0.19462473604038077,0.20571764439712248,0.3725963491909831,0.0,0.13483997249264842,0.11396057645963795,0.8703882797784891,0.24097357213716683,0.0,0.15289415743128765,0.0,0.11487593716012252
LLaVA 7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024172334587240843,0.0,0.4594268814084899,0.1831983729065748,0.0593506941186698,0.04227029505402979,0.04916711622915971,0.02733492285469231,0.0,0.0,0.0,0.0,0.0,0.0,0.031659734530017664,0.03478535273004804,0.4175122987640298,0.05551749076482039,0.38503519246121026,0.23430385837408438,0.11802058809766558,0.6081636405595373,0.46920843531739087,0.2926028679903264,0.35881011294799076,0.268452428509859,0.0,0.0,0.0,0.7645095721079946,0.0,0.0,0.0,0.0,1.0,0.9999500037496876,0.5999169722544977,1.0,0.4681645887845223,0.15573475005174878,0.1827527425386941,0.0,0.0526478527478132,0.08219178082191782,0.0,0.055818150068067646,0.04431594674327488,0.5026887774707581,0.0,0.0,0.0,0.0,0.0,0.0,0.09301487194157254,0.1251222494179709,0.0,0.0,0.0,0.0,0.0,0.16620941843426237,0.2661859941228511,0.4264879264025094,0.0,0.41873913807217095,0.0,0.5743767716395629,0.35545769858923415,0.0,0.0593506941186698,0.0,0.04459272167446971
Llama,0.0,0.0,0.0,0.0,0.4082482904638631,0.1889822365046136,0.19611613513818404,0.17210709770537852,0.0,0.22821773229381923,0.223606797749979,0.08451542547285165,0.0,0.0,0.05838742081211422,0.1889822365046136,0.0,0.0,0.0,0.25,0.22360679774997896,0.09016696346674323,0.24767182000643487,0.3912442126067873,0.23717082451262841,0.29264577198638486,0.17407765595569782,0.09166984970282112,0.5773502691896257,0.2672612419124244,0.24999999999999997,0.18467921378827945,0.5212860351426869,0.1767766952966369,0.0778498944161523,0.0,0.4082482904638631,0.0,0.0,0.0,0.1443375672974064,0.4681645887845223,0.4698967117442185,0.15075567228888181,0.4681645887845223,1.0,0.07392212709545729,0.19518001458970663,0.16903085094570333,0.22491172553012093,0.23408229439226114,0.18257418583505536,0.13006649542861798,0.20652851724645427,0.37896836447993365,0.1889822365046136,0.09805806756909201,0.35355339059327373,0.0,0.0,0.0,0.26490647141300877,0.18708286933869706,0.5,0.0,0.0,0.25,0.0,0.19364916731037085,0.3411441196105065,0.2534897002097911,0.0,0.22360679774997896,0.0,0.1443375672974064,0.3596485154267802,0.2022599587389726,0.08451542547285165,0.0,0.06350006350009524
Llama 2,0.8131433980500302,0.5174548896682011,0.6795208855361117,0.07392212709545729,0.4225001481984199,0.7264383830952463,0.7683580589592001,0.5496129828262344,0.7097697471272134,0.37789562075016087,0.7272975653980152,0.4623194417264783,0.16018520998142302,0.062107009404453684,0.29925114904873445,0.6053653192460386,0.37650373528135156,0.02337622911060922,0.04675245822121844,0.5544159532159296,0.5620026641711934,0.37992402279240267,0.7713950894729776,0.6822096098989471,0.8064799043160181,0.6594334547738473,0.8814710566504921,0.3388215140276705,0.5548264797092158,0.7309912212165798,0.859344727484691,0.4832765630995398,0.4470010414976947,0.3397604427680559,0.6560505959914564,0.6426185696611795,0.36214298417007423,0.08381981343406689,0.7714155606501044,0.0,0.3200921998322399,0.15573475005174878,0.15157424486091742,0.4234788387573935,0.15573475005174878,0.07392212709545729,1.0000000000000002,0.5915529956447335,0.2748926410265547,0.522961799393099,0.7008063752328696,0.5938359754645384,0.7018798164332559,0.6183146056795139,0.2552400115053272,0.33527925373626755,0.33343840294455845,0.10454167469786334,0.5174548896682011,0.13969968905677813,0.04267895997763199,0.704968194535256,0.6717216627395598,0.4804938261204724,0.052270837348931676,0.16529490122682158,0.4804938261204724,0.08535791995526398,0.39127552844781,0.42030164946192905,0.5035971293504965,0.0603571640283457,0.16529490122682158,0.33527925373626755,0.42678959977631986,0.7345608710087018,0.13954720617809327,0.2124170407932468,0.13969968905677813,0.12204555388021486
Llama 2 13B,0.5855400437691198,0.48795003647426655,0.6210590034081187,0.0,0.39840953644479793,0.6639400022069857,0.7846979774097266,0.5643433461309477,0.6388765649999398,0.4098005709323841,0.6655645652197767,0.49487165930539345,0.09398765024669885,0.04099600308453938,0.28870012703108283,0.7008255578851516,0.5207191751642659,0.1543033499620919,0.09258200997725513,0.5367450401216932,0.34914862437758776,0.36957457414391826,0.7637813131885794,0.6580698229278292,0.6943650748294135,0.5948213457195658,0.7135060680126757,0.2952200229401418,0.5070925528371099,0.5477225575051661,0.6831300510639732,0.335224932266991,0.4883741565338877,0.5865557254410011,0.7825292916895138,0.5901688908506538,0.4382504900892777,0.40574111245982464,0.648074069840786,0.2927700218845599,0.309889893400456,0.1827527425386941,0.18342889410778346,0.08827348295047495,0.1827527425386941,0.19518001458970663,0.5915529956447335,0.9999999999999998,0.7588032109349366,0.7901689296665718,0.5596802740247507,0.6770618128448083,0.7954399215622097,0.7625353545936022,0.6410477745379994,0.31352722326440985,0.26794565082283345,0.20701966780270623,0.5367450401216932,0.36885555678165866,0.22537446792760438,0.6721578364188837,0.7042147167923564,0.6343350474165466,0.41403933560541256,0.13093073414159542,0.5855400437691198,0.1126872339638022,0.6929348671835833,0.38471052673601186,0.6153592846045118,0.27888667551135854,0.34914862437758776,0.47951222381615627,0.14085904245475273,0.6915625874759989,0.2763397118831029,0.1319657758147716,0.22131333406899523,0.13633337652435476
Llama 2 70B,0.16903085094570333,0.42257712736425834,0.47809144373375745,0.0,0.2070196678027063,0.447213595499958,0.49724515809884695,0.2792775281177802,0.295084445425327,0.12344267996967355,0.3023715784073819,0.34285714285714286,0.0,0.04733810683311509,0.0657951694959769,0.53239713749995,0.3689640277608545,0.053452248382484885,0.16035674514745465,0.253546276418555,0.07559289460184546,0.1981329813056588,0.5860984988734227,0.4784869463937854,0.42761798705987897,0.34114595768635103,0.4707919090691997,0.0929701962079955,0.2602400194529422,0.2936400684442067,0.40144827099604535,0.08740615704412577,0.42294442611014477,0.5976143046671969,0.4737252203710337,0.25555062599997597,0.06900655593423544,0.255550625999976,0.2672612419124244,0.33806170189140666,0.2927700218845599,0.0,0.0,0.05096471914376256,0.0,0.16903085094570333,0.2748926410265547,0.7588032109349366,1.0,0.7188672939669768,0.35610416471201883,0.5246313898711125,0.5716165104474431,0.4945539560419026,0.56939862337373,0.17569105537498347,0.09944903161976938,0.23904572186687872,0.33806170189140666,0.5111012519999519,0.19518001458970663,0.5149397122655919,0.5059644256269408,0.5916079783099616,0.41833001326703784,0.0,0.50709255283711,0.09759000729485331,0.6982972487551758,0.2947265020347543,0.38027227012533604,0.27602622373694174,0.22677868380553634,0.383325938999964,0.14638501094227996,0.40978105251549846,0.2279211529192759,0.05714285714285714,0.12777531299998798,0.0
Llama 2 7B,0.4498234510602419,0.4498234510602419,0.6072306785645522,0.040893041005476534,0.40066833797650675,0.6337007844285659,0.6816817382635136,0.4307245353525355,0.4283324704103527,0.2949075398818294,0.46634205942415263,0.4009067600969678,0.15261125242818463,0.01717851326859286,0.28333318429222437,0.587332434348427,0.3372126548365879,0.3491509050755134,0.5560551451202621,0.4089304100547653,0.3108947062827684,0.5788906094984192,0.8021418682007925,0.6841996124994119,0.5625209026216605,0.5752497490400859,0.6442301074435898,0.26240612460043344,0.3777537317199084,0.5628499336220167,0.5060513824427721,0.29302127289736724,0.40928584724490574,0.5783149319662402,0.7290258337406672,0.41731515072125075,0.26711222531767115,0.4791396174947694,0.45260302509788775,0.08178608201095307,0.6964834428585812,0.0526478527478132,0.05240592409553158,0.06164857888717426,0.0526478527478132,0.22491172553012093,0.522961799393099,0.7901689296665718,0.7188672939669768,0.9999999999999999,0.6892082541531911,0.6122131207673418,0.8651938303761791,0.6531247856326031,0.568229525176731,0.3748108298144566,0.44108818358227353,0.26024171938480806,0.5520560535739333,0.3864029173344914,0.1180480411624714,0.7149668590751456,0.8502859191416098,0.6542886560876245,0.2602417193848081,0.16459131509087738,0.49071649206571843,0.09443843292997711,0.6863049560899463,0.34101027820467994,0.6323238470138414,0.30050125348238005,0.292606782383782,0.24729786709407453,0.16526725762745992,0.7952739768075142,0.18196254530253356,0.1728046379728309,0.17001728362717622,0.14022237783022695
Llama 3,0.4681645887845223,0.409644015186457,0.49656353316142077,0.23408229439226114,0.5733821790809961,0.7077983283260941,0.7574706955280663,0.5559636955065395,0.4086475553910376,0.33121472845728345,0.6542799032377673,0.33632060000579556,0.19726137691880566,0.03277807748610647,0.36446563806256416,0.5455945447513642,0.4257997168527446,0.2220699630592816,0.4071282656086829,0.7022468831767834,0.5234239225902138,0.6437479354436926,0.8116582303677876,0.7649902764450611,0.7032215496877249,0.6401505347054477,0.7334729479536553,0.3218743311754516,0.6081636405595373,0.6256112470898545,0.731507169975816,0.41068627385613393,0.683333454388732,0.16552117772047362,0.6013683028032308,0.4423739552038088,0.23890924128374832,0.3096617686426662,0.4441399261185632,0.0,0.6419505094795115,0.08219178082191782,0.079996000299975,0.21173540197217566,0.08219178082191782,0.23408229439226114,0.7008063752328696,0.5596802740247507,0.35610416471201883,0.6892082541531911,1.0000000000000002,0.5555859961218947,0.6850409326535576,0.648624311424296,0.37455242242919234,0.4313146063237136,0.5508877785658663,0.49656353316142077,0.4681645887845223,0.2654243731222853,0.13514747567989718,0.7596214541895091,0.7444773840369266,0.4681645887845223,0.16552117772047362,0.2617119612951068,0.3511234415883917,0.13514747567989718,0.4381884667812372,0.5589905876579874,0.5377456463335987,0.143345544770249,0.1570271767770641,0.17694958208152353,0.27029495135979437,0.78263054689384,0.31563650136868515,0.31653703529957233,0.13271218656114264,0.1635066461397223
Llama 3 70B,0.5477225575051661,0.4564354645876384,0.6454972243679027,0.18257418583505536,0.37267799624996495,0.6210590034081187,0.7161148740394329,0.6284462647998761,0.6374552583116766,0.45,0.7144345083117603,0.5554920598635309,0.219793491131929,0.025565499628245676,0.46193488543715583,0.6440611887195306,0.4428074427700476,0.057735026918962574,0.11547005383792515,0.3651483716701107,0.48989794855663554,0.378629678715676,0.783787002127328,0.6344761841460933,0.6928203230275508,0.6227307752678651,0.6833148556260077,0.4853598970783193,0.3513641844631532,0.5367450401216933,0.5705443307345479,0.3843812909178071,0.41876284319478446,0.3227486121839514,0.5969620057957092,0.5520524474738833,0.29814239699997197,0.06900655593423542,0.5773502691896257,0.18257418583505536,0.31622776601683783,0.0,0.0,0.0,0.0,0.18257418583505536,0.5938359754645384,0.6770618128448083,0.5246313898711125,0.6122131207673418,0.5555859961218947,0.9999999999999998,0.7203191300547326,0.7352821298158552,0.3843880033453688,0.5348008084903244,0.3580574370197164,0.12909944487358055,0.5477225575051661,0.41403933560541245,0.21081851067789192,0.6529286250990105,0.6636120496050025,0.4564354645876384,0.38729833462074165,0.2449489742783178,0.6390096504226938,0.10540925533894596,0.47140452079103173,0.29065917948808984,0.5206576008754673,0.223606797749979,0.3265986323710904,0.34503277967117707,0.10540925533894595,0.6079864341743587,0.46774766572146426,0.3086066999241838,0.34503277967117707,0.2782433374561009
Llama 3 8B,0.693687975619296,0.5202659817144719,0.6131393394849657,0.13006649542861798,0.4247953952428733,0.6718603634780737,0.7907522902272942,0.5999278365897058,0.6338833423096996,0.4551467030565619,0.673773600448737,0.5496312600456182,0.22443371281072347,0.054638856944404186,0.39658846500104394,0.6937094809895559,0.3575185993374057,0.301624673408895,0.38388594797495723,0.476910483238266,0.4459508722394517,0.6137496826082818,0.8790789629255101,0.7373736724191183,0.7197861524530447,0.7017667768125461,0.7886848607167564,0.4014135949395741,0.45056355688958294,0.6778537954392578,0.628654727904987,0.42116080296639374,0.38873059351949507,0.5978108559978417,0.8100530348957493,0.6063130109436274,0.38939577897263383,0.3605104389394542,0.6718004089561751,0.043355498476206,0.6007514091861105,0.055818150068067646,0.05556165319091093,0.10457739712320042,0.055818150068067646,0.13006649542861798,0.7018798164332559,0.7954399215622097,0.5716165104474431,0.8651938303761791,0.6850409326535576,0.7203191300547326,0.9999999999999997,0.7491636168359015,0.533073978425788,0.45883146774112343,0.5186654806867198,0.15328483487124142,0.5636214801906779,0.2130288957369502,0.1251565435804397,0.7522774637082895,0.8875829184726007,0.628654727904987,0.1686133183583656,0.2132808519406073,0.47691048323826596,0.20025046972870353,0.6772576650449631,0.37797876359179877,0.6731480540597452,0.3008967382970352,0.21328085194060734,0.3768972770730657,0.11264088922239571,0.7865671400889118,0.2572263857652137,0.24183775442007202,0.22941573387056174,0.2037276910674849
Llama 3.1,0.5507427126572114,0.34421419541075715,0.4381131451601119,0.0,0.43562705617249065,0.5724432426711766,0.7695679173656936,0.8720379146919429,0.6459777814016093,0.6787219659838665,0.7966253616504089,0.7680132023238958,0.5179814944844457,0.05301959107207496,0.5989138164931455,0.7675943481272597,0.5176020711880238,0.19593015488284868,0.08708006883682162,0.5507427126572114,0.40023689667460155,0.6269423254031902,0.7536290612449863,0.7478246493404301,0.712968063601477,0.8218409423553443,0.7340200034763187,0.687878585583619,0.4968303959482276,0.6255667707756811,0.6970337457067831,0.6585769843461987,0.46652853823030943,0.36509428763342666,0.8065908669549746,0.7415742007331152,0.4496795418554742,0.29923169503266056,0.6313304990669568,0.34421419541075715,0.3279080613258302,0.04431594674327488,0.044112305061599084,0.05189224244052523,0.04431594674327488,0.20652851724645427,0.6183146056795139,0.7625353545936022,0.4945539560419026,0.6531247856326031,0.648624311424296,0.7352821298158552,0.7491636168359015,1.0000000000000002,0.6290410016540716,0.7675943481272596,0.6413065978047445,0.24339619175561772,0.6023748419688248,0.3772921372150937,0.49683039594822764,0.7841872840821713,0.7764387566686396,0.5507427126572114,0.3407546684578649,0.3848431698794245,0.4991105833455979,0.31797145340686567,0.6176862754773756,0.41229801081851053,0.7754766190883499,0.4918369989044249,0.2462996287228317,0.48137272679167126,0.05961964751378731,0.6088935302263171,0.5337590753688043,0.5411002107281992,0.598463390065321,0.49398228581651027
Llama 3.2,0.1684303842133038,0.1684303842133038,0.11909826683508273,0.0,0.20628424925175876,0.22281245492773064,0.34683511791340177,0.44061858180377356,0.3675452309466476,0.5381432046835164,0.43311505686395807,0.49822379545201373,0.1926280371462833,0.08254739939567626,0.23602117729459796,0.4350147929541409,0.4085036851028335,0.2663118206456538,0.23968063858108843,0.25264557631995577,0.11298653657320643,0.44041883270146426,0.40603047541092274,0.6182727871511494,0.3595209578716326,0.5965842887840367,0.46911946360911205,0.3473997301399945,0.5510455234364906,0.5626864207579297,0.452656657573254,0.4261465958036198,0.3687617101732727,0.4168439339227896,0.5376037927265842,0.44562490985546127,0.5500913313380233,0.38196420844753826,0.3195741847747845,0.5052911526399115,0.3403516468284207,0.5026887774707581,0.5036492599068433,0.22852652225356157,0.5026887774707581,0.37896836447993365,0.2552400115053272,0.6410477745379994,0.56939862337373,0.568229525176731,0.37455242242919234,0.3843880033453688,0.533073978425788,0.6290410016540716,1.0000000000000007,0.40583697147550934,0.3303191599175255,0.17864740025262413,0.21053798026662976,0.3183035070396152,0.4862166383263153,0.5354195851282038,0.607701334418564,0.4210759605332595,0.4168439339227897,0.22597307314641285,0.33686076842660767,0.1944866553305261,0.7284330149096772,0.40221324596674823,0.699136644457374,0.378187790294891,0.3012974308618839,0.4456249098554613,0.21879748724684184,0.5025542677873048,0.3747339481750935,0.2989342772712082,0.35013385774357675,0.18182078157913395
Llama 3.3,0.1889822365046136,0.14173667737846019,0.13363062095621217,0.0944911182523068,0.27003086243366087,0.24999999999999994,0.42621835708013317,0.7285641270360428,0.24743582965269675,0.7676979347683691,0.4859636964688971,0.8305395344999217,0.8076529654680897,0.026462806201248152,0.6951536782349901,0.5357142857142857,0.2979270115341686,0.1494035761667992,0.08964214570007951,0.1889822365046136,0.3803194146278324,0.6901181537983844,0.48677797442543524,0.6393480193372842,0.29880715233359834,0.7780820626686669,0.43589299791084685,0.8488746876271654,0.25458753860865774,0.5050762722761053,0.3661530832276888,0.7713141079534623,0.23643312187173013,0.10022296571715915,0.44872353833158096,0.49999999999999994,0.3857583749052298,0.10714285714285714,0.2390457218668787,0.1889822365046136,0.1909406539564933,0.0,0.0,0.028490144114909487,0.0,0.1889822365046136,0.33527925373626755,0.31352722326440985,0.17569105537498347,0.3748108298144566,0.4313146063237136,0.5348008084903244,0.45883146774112343,0.7675943481272596,0.40583697147550934,0.9999999999999998,0.7968430154106837,0.20044593143431824,0.472455591261534,0.3571428571428571,0.5455447255899809,0.6132670635441546,0.5959900012858044,0.1889822365046136,0.2004459314343183,0.5493502655735357,0.28347335475692037,0.4909902530309828,0.36596252735569995,0.2149005956479698,0.6646825753618584,0.6172133998483676,0.1690308509457033,0.24999999999999994,0.0,0.31969748006357235,0.5096471914376254,0.7826237921249263,0.7857142857142856,0.7320234251244118
Llama 4,0.19611613513818402,0.09805806756909201,0.13867504905630726,0.19611613513818402,0.16012815380508713,0.22237479499833032,0.4230769230769231,0.702061959702036,0.17118419700436516,0.7161148740394329,0.3946761086881631,0.629843866925206,0.8263362881372998,0.0,0.679409108414611,0.42004127944129066,0.19026059766179762,0.2480694691784169,0.3721042037676253,0.294174202707276,0.35082320772281167,0.8664766232199322,0.4986770519223003,0.6273748881856407,0.24806946917841685,0.7322498749518973,0.39260352664937825,0.8269850850911125,0.26419797463373895,0.5241424183609591,0.343203236491822,0.7605900466188317,0.24535824603285916,0.06933752452815364,0.42749337158672146,0.44474958999666064,0.40032038451271784,0.22237479499833035,0.18605210188381266,0.0,0.4529108136578382,0.0,0.0,0.0,0.0,0.09805806756909201,0.33343840294455845,0.26794565082283345,0.09944903161976938,0.44108818358227353,0.5508877785658663,0.3580574370197164,0.5186654806867198,0.6413065978047445,0.3303191599175255,0.7968430154106837,0.9999999999999998,0.13867504905630726,0.49029033784546006,0.2964997266644404,0.45291081365783825,0.6234292001593572,0.63945375040037,0.19611613513818402,0.0,0.5262348115842175,0.09805806756909201,0.45291081365783825,0.35445877847928337,0.26761546505252365,0.6338461088566345,0.6405126152203485,0.08770580193070292,0.0741249316661101,0.0,0.3918493158538094,0.3437758254761642,0.7624425757515652,0.6671243849949909,0.6973896739414049
Llama 7B,0.0,0.0,0.0,0.0,0.5773502691896258,0.5345224838248487,0.41602514716892186,0.2433961917556177,0.0,0.0,0.23717082451262847,0.0,0.0,0.0,0.16514456476895406,0.26726124191242434,0.0,0.0,0.0,0.35355339059327373,0.0,0.19127301391900148,0.30355940062129777,0.32547227745205953,0.33541019662496835,0.15698275230542028,0.18463723646899907,0.0,0.40824829046386296,0.0944911182523068,0.26516504294495524,0.07835275464833552,0.5897678246195884,0.0,0.2201927530252721,0.0,0.0,0.0,0.0,0.0,0.20412414523193143,0.0,0.0,0.0,0.0,0.35355339059327373,0.10454167469786334,0.20701966780270623,0.23904572186687872,0.26024171938480806,0.49656353316142077,0.12909944487358055,0.15328483487124142,0.24339619175561772,0.17864740025262413,0.20044593143431824,0.13867504905630726,0.9999999999999998,0.0,0.0,0.0,0.28097574347450816,0.15118578920369088,0.35355339059327373,0.0,0.0,0.0,0.0,0.18257418583505539,0.3216337604513384,0.0672166072422331,0.0,0.0,0.0,0.0,0.320242101461716,0.2860387767736776,0.11952286093343935,0.0,0.08980265101338743
Llama Guard,0.5,0.5,0.7071067811865475,0.0,0.4082482904638631,0.5669467095138407,0.5883484054145521,0.585164132198287,0.4364357804719848,0.5020790110464023,0.5031152949374528,0.50709255283711,0.4815434123430768,0.0,0.46709936649691375,0.5039526306789697,0.36380343755449945,0.0,0.15811388300841897,0.5,0.22360679774997896,0.3606678538669729,0.676969641350922,0.529330405291536,0.5533985905294664,0.5852915439727697,0.5222329678670935,0.5041841733655162,0.28867513459481287,0.4677071733467427,0.4375,0.5540376413648384,0.20851441405707474,0.1767766952966369,0.6227991553292184,0.5669467095138407,0.4082482904638631,0.0,0.4743416490252569,0.0,0.2886751345948128,0.0,0.0,0.0,0.0,0.0,0.5174548896682011,0.5367450401216932,0.33806170189140666,0.5520560535739333,0.4681645887845223,0.5477225575051661,0.5636214801906779,0.6023748419688248,0.21053798026662976,0.472455591261534,0.49029033784546006,0.0,1.0,0.5669467095138407,0.28867513459481287,0.5960395606792697,0.5345224838248488,0.25,0.1767766952966369,0.22360679774997896,0.5,0.28867513459481287,0.45184805705753206,0.15161960871578067,0.5069794004195822,0.4082482904638631,0.22360679774997896,0.1889822365046136,0.1443375672974064,0.5594532462194359,0.1348399724926484,0.4225771273642583,0.3779644730092272,0.4445004445006667
